customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total
7783-YKGDV,True,female,0,no,no,12,yes,yes,fiber optic,yes,yes,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),99.7,1238.45
7785-RDVIG,False,female,0,yes,yes,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.3,54.7
7786-WBJYI,True,female,0,no,no,4,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),77.95,305.55
7787-BNTZM,False,male,0,no,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),20.15,130.5
7789-CRUVC,False,female,1,yes,no,61,yes,yes,fiber optic,yes,yes,yes,yes,no,no,month-to-month,yes,credit card (automatic),94.2,5895.45
7789-HKSBS,False,female,1,yes,no,42,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),105.2,4599.15
7794-JASDG,False,male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,50.75,50.75
7795-CFOCW,False,male,0,no,no,45,no,no phone service,dsl,yes,no,yes,yes,no,no,one year,no,bank transfer (automatic),42.3,1840.75
7797-EJMDP,False,female,0,no,no,8,yes,no,dsl,yes,no,no,yes,no,yes,month-to-month,no,bank transfer (automatic),66.05,574.5
7798-JVXYM,False,female,0,no,no,14,yes,no,dsl,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,69.65,921.4
7799-DSEWS,False,male,0,no,no,18,yes,no,dsl,yes,no,yes,yes,yes,no,month-to-month,yes,electronic check,68.35,1299.8
7799-LGRDP,False,female,0,no,no,43,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.7,1188.2
7801-CEDNV,False,male,0,yes,no,27,yes,no,dsl,yes,no,no,no,no,no,one year,no,credit card (automatic),48.7,1421.75
7801-KICAO,False,female,0,no,no,18,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.15,1345.75
7802-EFKNY,True,male,0,yes,no,5,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.95,100.4
7803-XOCCZ,False,female,0,yes,yes,52,yes,no,fiber optic,yes,no,yes,yes,no,no,month-to-month,yes,bank transfer (automatic),84.05,4326.8
7808-DVWEP,False,male,0,yes,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),20.0,49.65
7808-NBWYW,,female,1,yes,no,3,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.4,224.05
7811-JIVPF,False,female,0,no,no,23,yes,no,dsl,no,no,yes,no,no,no,month-to-month,no,credit card (automatic),49.7,1081.25
7812-FZHPE,True,female,0,yes,yes,17,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,24.1,409.9
7813-TKCVO,False,female,0,yes,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.35,393.15
7813-ZGGAW,False,male,1,no,no,31,yes,yes,fiber optic,no,no,yes,yes,yes,no,month-to-month,yes,bank transfer (automatic),96.6,2877.95
7814-LEEVE,False,female,0,yes,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),20.3,20.3
7815-PDTHL,False,male,0,no,no,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,20.2,684.4
7816-VGHTO,False,female,0,yes,yes,6,no,no phone service,dsl,no,yes,yes,yes,no,no,two year,no,mailed check,40.55,217.5
7817-BOQPW,True,female,0,no,no,2,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.55,166.3
7817-OMJNA,False,male,0,no,no,14,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.4,275.7
7820-ZYGNY,False,male,0,no,no,63,yes,yes,fiber optic,no,yes,no,no,no,yes,one year,no,credit card (automatic),90.45,5825.5
7821-DPRQE,False,male,0,yes,no,68,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,electronic check,107.7,7320.9
7823-JSOAG,False,male,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,74.5,217.45
7824-PANSQ,False,male,0,no,no,58,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),80.65,4807.35
7825-ECJRF,True,female,0,no,no,19,yes,no,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,yes,electronic check,106.6,1934.45
7825-GKXMW,True,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.8,45.8
7826-VVKWT,False,female,1,yes,yes,24,yes,no,fiber optic,no,no,yes,no,yes,yes,two year,yes,electronic check,96.55,2263.45
7831-QGOXH,True,female,0,no,no,18,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.2,1553.9
7833-PKIHD,False,male,0,yes,yes,51,yes,no,dsl,yes,no,no,yes,yes,yes,one year,yes,bank transfer (automatic),76.4,3966.3
7838-LAZFO,False,male,0,yes,no,45,yes,no,dsl,yes,yes,yes,no,yes,yes,one year,no,bank transfer (automatic),78.8,3597.5
7839-NUIAA,False,female,0,yes,yes,61,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,no,electronic check,59.8,3641.5
7839-QRKXN,True,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.2,20.2
7841-FCRQD,False,female,0,yes,no,33,yes,no,dsl,no,yes,no,yes,no,no,one year,yes,credit card (automatic),53.75,1857.3
7841-TZDMQ,True,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),46.0,84.5
7845-URHJN,True,female,0,yes,no,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),20.15,156.25
7846-AXWOM,,female,0,yes,yes,69,no,no phone service,dsl,yes,no,yes,no,no,yes,two year,yes,credit card (automatic),43.95,2960.1
7850-THJMU,False,female,0,yes,yes,26,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.65,494.9
7850-VWJUU,False,female,0,no,no,23,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),75.0,1778.5
7851-FLGGQ,True,male,0,no,no,1,no,no phone service,dsl,no,yes,no,yes,no,yes,month-to-month,yes,mailed check,44.65,44.65
7851-WZEKY,True,female,0,no,no,2,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.15,196.9
7852-LECYP,False,male,1,yes,no,13,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,no,credit card (automatic),93.8,1261
7853-GVUDZ,True,female,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),20.15,20.15
7853-OETYL,False,female,0,yes,no,4,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,29.05,129.6
7853-WNZSY,False,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),19.75,19.75
7854-EDSSA,True,male,0,no,no,22,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,no,electronic check,59.0,1254.7
7854-EKTJL,True,female,0,no,yes,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,19.6,35.85
7854-FOKSF,True,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,no,electronic check,35.9,35.9
7855-DIWPO,False,female,0,no,no,21,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,68.65,1493.2
7856-GANIL,False,male,1,yes,no,45,yes,yes,fiber optic,no,yes,yes,yes,yes,no,one year,yes,bank transfer (automatic),98.7,4525.8
7858-GTZSP,False,female,0,no,no,12,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,86.55,1066.9
7860-KSUGX,False,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,no,no,no,two year,no,credit card (automatic),64.45,4720
7860-UXCRM,False,male,0,yes,yes,63,yes,no,dsl,yes,yes,yes,yes,yes,no,two year,no,credit card (automatic),74.5,4674.55
7861-UVUFT,True,female,0,yes,no,15,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,84.3,1308.4
7868-BGSZA,False,male,0,yes,no,43,yes,yes,dsl,yes,no,yes,no,yes,yes,one year,yes,electronic check,80.2,3581.6
7868-TMWMZ,False,female,1,yes,no,60,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),110.0,6668.35
7869-ZYDST,False,male,0,yes,no,31,yes,yes,dsl,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),59.05,1882.8
7872-BAAZR,False,female,0,yes,yes,53,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.55,1007.9
7872-RDDLZ,False,female,1,no,no,67,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,54.9,3725.5
7873-CVMAW,False,male,0,no,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),88.55,6362.35
7874-ECPQJ,False,female,0,no,yes,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),20.05,85.5
7876-AEHIG,False,female,0,no,yes,51,no,no phone service,dsl,yes,no,yes,yes,yes,yes,one year,no,bank transfer (automatic),60.15,3077
7876-BEUTG,False,female,0,no,no,15,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,48.8,720.1
7876-DNYAP,False,female,0,yes,yes,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.8,1436.95
7878-JGDKK,False,male,0,no,no,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.55,220.75
7878-RTCZG,False,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.9,19.9
7879-CGSFV,False,male,0,no,no,55,yes,no,fiber optic,yes,yes,no,no,yes,yes,one year,yes,mailed check,100.9,5552.05
7880-XSOJX,False,male,0,no,no,4,no,no phone service,dsl,yes,yes,no,yes,no,no,month-to-month,no,mailed check,42.4,146.4
7881-EVUAD,True,female,0,no,no,2,no,no phone service,dsl,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,42.6,72.4
7881-INRLC,True,male,0,no,no,45,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),100.85,4740
7883-ROJOC,False,female,0,yes,no,19,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.9,839.65
7890-VYYWG,True,male,1,yes,no,3,no,no phone service,dsl,no,no,no,no,yes,no,month-to-month,yes,mailed check,36.45,93.7
7892-POOKP,True,female,0,yes,no,28,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,104.8,3046.05
7892-QVYKW,False,female,0,yes,yes,23,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,85.6,1868.4
7893-IXHRQ,True,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,20.55,20.55
7895-VONWT,False,female,0,no,no,25,no,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,48.25,1293.8
7898-PDWQE,False,male,0,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,no,credit card (automatic),80.4,5727.15
7901-HXJVA,False,male,0,no,no,14,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,76.45,1117.55
7901-IIDQV,False,male,0,no,no,24,yes,yes,dsl,no,no,no,yes,no,no,one year,no,bank transfer (automatic),54.6,1242.25
7901-TBKJX,False,male,1,no,no,56,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,101.05,5594
7903-CMPEY,True,male,1,yes,no,1,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,80.3,80.3
7905-NJMXS,False,male,1,yes,no,7,yes,yes,dsl,yes,yes,no,yes,no,no,month-to-month,no,electronic check,64.2,475
7905-TVXTA,False,female,0,no,no,5,yes,no,dsl,yes,no,no,yes,yes,no,month-to-month,yes,electronic check,64.35,352.65
7908-QCBCA,True,female,0,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,69.4,69.4
7909-FIOIY,False,female,0,yes,yes,19,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,24.85,434.8
7912-SYRQT,True,female,0,no,no,7,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),75.1,552.95
7916-VCCPB,False,female,0,yes,yes,16,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),73.25,1195.75
7919-ZODZZ,False,female,0,yes,yes,10,yes,no,dsl,no,yes,yes,no,no,yes,one year,yes,mailed check,65.9,660.05
7921-BEPCI,False,female,0,no,no,72,yes,yes,dsl,yes,yes,no,no,no,no,two year,no,bank transfer (automatic),59.75,4265
7921-LMDFQ,False,male,1,no,no,51,yes,no,fiber optic,no,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),94.0,4905.75
7923-IYJWY,False,male,1,no,no,67,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),116.1,7839.85
7924-GJZFI,False,female,1,yes,no,25,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.3,1813.1
7925-PNRGI,False,female,0,yes,yes,45,yes,yes,dsl,yes,yes,yes,yes,yes,no,month-to-month,no,mailed check,81.3,3541.1
7926-IJOOU,False,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),19.3,19.3
7927-AUXBZ,True,female,0,no,no,30,yes,no,fiber optic,no,no,no,yes,yes,no,month-to-month,no,electronic check,85.15,2555.9
7928-VJYAB,False,male,0,yes,yes,11,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,90.6,1020.2
7929-DMBCV,False,female,0,yes,no,20,yes,no,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,mailed check,81.0,1683.7
7929-SKFGK,False,male,0,yes,no,70,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),114.3,8244.3
7931-PXHFC,True,male,0,no,no,38,yes,no,dsl,no,no,yes,yes,no,yes,one year,yes,mailed check,62.3,2354.8
7932-WPTDS,True,female,1,yes,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.8,24.8
7938-OUHIO,True,male,0,no,no,3,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,98.7,293.65
7940-UQQUG,False,female,0,yes,yes,64,yes,yes,fiber optic,yes,no,no,yes,yes,yes,one year,yes,bank transfer (automatic),104.4,6721.6
7941-RCJOW,False,male,0,no,no,65,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.55,1218.65
7943-RQCHR,True,female,0,no,no,9,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.75,889.9
7945-HLKEA,False,female,0,no,no,60,yes,yes,dsl,yes,no,yes,yes,no,no,one year,no,electronic check,64.75,4039.5
7945-PRBVF,False,male,0,no,no,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),21.45,705.45
7950-XWOVN,False,male,0,no,no,11,no,no phone service,dsl,no,yes,yes,no,no,no,month-to-month,no,mailed check,34.7,383.55
7951-QKZPL,True,female,0,yes,yes,33,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,24.5,740.3
7951-VRDVK,False,female,0,no,no,36,yes,no,dsl,yes,yes,yes,yes,yes,yes,one year,no,bank transfer (automatic),85.85,3003.55
7952-OBOYL,False,male,0,no,no,3,yes,no,fiber optic,no,no,yes,yes,yes,no,month-to-month,yes,mailed check,89.85,244.45
7954-MLBUN,False,male,0,no,no,31,yes,no,fiber optic,no,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),99.45,3109.9
7956-XQWGU,False,male,0,no,no,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),19.4,460.25
7957-RYHQD,True,female,1,no,no,40,yes,no,fiber optic,yes,yes,no,no,no,no,month-to-month,yes,credit card (automatic),79.2,3233.85
7963-GQRMY,True,female,0,yes,yes,3,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.3,134.5
7963-SHNDT,False,female,0,no,no,52,no,no phone service,dsl,yes,yes,no,yes,no,no,two year,no,mailed check,39.1,1982.1
7964-VEXDG,False,male,0,no,yes,21,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,80.35,1747.2
7964-YESJC,False,female,0,yes,no,24,yes,yes,dsl,yes,yes,yes,no,no,no,month-to-month,no,mailed check,66.3,1559.45
7964-ZRKKG,False,male,0,yes,no,67,yes,yes,fiber optic,no,yes,no,no,yes,no,one year,yes,bank transfer (automatic),88.4,5798.3
7966-YOTQW,False,male,0,no,no,10,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),54.5,568.2
7967-HYCDE,False,male,0,no,no,8,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),70.7,553.4
7968-BCBQB,,female,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),74.4,215.8
7968-QUXNS,False,male,0,no,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,18.95,110.15
7969-AULMZ,True,female,0,no,no,21,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,97.35,2119.5
7969-FFOWG,False,male,0,yes,yes,65,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.9,1292.6
7971-HLVXI,False,male,0,yes,yes,72,yes,yes,fiber optic,no,no,no,no,no,yes,two year,yes,credit card (automatic),84.5,6130.85
7973-DZRKH,False,female,0,no,yes,66,yes,yes,fiber optic,yes,no,yes,yes,no,no,two year,yes,credit card (automatic),90.95,5930.05
7975-JMZNT,False,male,0,yes,no,66,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),91.7,6075.9
7975-TZMLR,False,male,0,no,no,47,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,103.1,4889.3
7976-CICYS,False,male,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),20.7,83.75
7977-HXJKU,False,male,0,no,yes,21,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.6,397
7978-DKUQH,False,female,0,yes,no,25,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,74.6,1797.75
7979-CORPM,True,male,0,no,no,24,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),90.55,2282.55
7979-YHUFG,,male,0,no,no,8,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.1,551.35
7980-MHFLQ,False,female,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.9,1859.2
7982-VCELR,False,female,0,no,no,36,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),94.8,3565.65
7989-AWGEH,False,male,0,yes,yes,49,no,no phone service,dsl,yes,no,no,no,no,yes,month-to-month,yes,electronic check,39.2,1838.15
7989-CHGTL,True,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.6,19.6
7989-VCQOH,False,male,0,yes,yes,18,yes,no,dsl,yes,no,yes,yes,yes,yes,month-to-month,no,electronic check,83.25,1611.15
7993-NQLJE,False,male,0,yes,yes,15,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,mailed check,75.1,1151.55
7993-PYKOF,True,male,0,yes,no,8,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,75.0,632.95
7994-UYIVZ,False,male,0,yes,no,8,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),85.65,659.45
7994-XIRTR,False,male,1,no,no,54,yes,no,dsl,no,no,yes,yes,no,yes,one year,no,bank transfer (automatic),65.25,3529.95
7995-ZHHNZ,False,male,0,yes,no,42,yes,yes,dsl,yes,no,no,no,no,no,one year,no,credit card (automatic),56.1,2386.85
7996-BPXHY,False,female,0,yes,yes,13,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),25.0,332.5
7996-MHXLW,False,female,0,no,no,66,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.15,1683.6
7997-EASSD,False,female,0,yes,no,63,yes,yes,fiber optic,no,no,no,yes,no,no,one year,yes,credit card (automatic),81.2,4965.1
7998-WNZEM,False,male,0,no,no,71,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,no,bank transfer (automatic),80.6,5708.2
7998-ZLXWN,False,female,0,yes,no,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),20.45,330.8
8000-REIQB,True,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.95,69.95
8003-EWNDZ,False,female,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,21.2,222.65
8006-PYCSW,False,female,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.1,39.8
8007-YYPWD,False,female,0,no,no,15,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.05,369.1
8008-ESFLK,False,female,0,yes,no,53,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,electronic check,110.5,5835.5
8008-HAWED,True,male,0,no,no,14,no,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,50.75,712.75
8008-OTEZX,False,female,0,yes,yes,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.65,708.8
8010-EZLOU,True,male,1,no,no,15,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,80.2,1217.25
8012-SOUDQ,False,female,1,no,no,43,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,90.25,3838.75
8015-IHCGW,False,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,115.5,8425.15
8016-NCFVO,False,male,1,no,no,55,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,116.5,6382.55
8016-ZMGMO,False,female,1,yes,no,66,yes,yes,dsl,no,yes,yes,no,yes,no,one year,yes,bank transfer (automatic),70.85,4738.85
8017-LXHFA,True,female,1,no,no,23,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,94.75,2293.6
8017-UVSZU,False,female,0,yes,no,40,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,credit card (automatic),56.6,2379.1
8019-ENHXU,True,male,0,yes,no,42,yes,yes,fiber optic,no,yes,yes,yes,no,yes,month-to-month,yes,electronic check,99.45,4138.05
8020-BWHYL,True,female,1,no,no,15,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),75.3,1147.45
8022-BECSI,False,male,0,no,no,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.6,422.5
8023-QHAIO,False,female,1,yes,no,56,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),76.85,4275.75
8024-XNAFQ,False,female,1,no,no,72,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,yes,bank transfer (automatic),107.4,7748.75
8028-PNXHQ,False,male,0,yes,yes,62,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.25,1424.6
8029-GAHZZ,,female,1,yes,no,71,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),109.7,7904.25
8029-XYPWT,False,male,1,yes,no,71,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),115.05,8016.6
8033-ATFAS,False,female,0,yes,yes,39,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,yes,mailed check,59.85,2341.5
8033-VCZGH,False,male,0,yes,no,50,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,electronic check,103.95,5231.3
8034-RYTVV,False,female,0,no,no,55,yes,yes,fiber optic,yes,no,yes,no,no,no,one year,yes,credit card (automatic),84.25,4589.85
8035-BUYVG,True,male,0,yes,no,40,no,no phone service,dsl,yes,yes,yes,no,no,no,one year,yes,electronic check,42.35,1716.45
8035-PWSEV,False,female,0,no,no,6,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,89.25,487.05
8039-ACLPL,False,female,0,yes,yes,72,yes,no,dsl,yes,yes,yes,no,no,yes,two year,no,credit card (automatic),68.75,4888.2
8039-EQPIM,False,male,0,yes,no,69,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),60.25,4055.5
8040-MNRTF,False,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,71.1,71.1
8041-TMEID,False,male,1,yes,no,63,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,no,credit card (automatic),108.5,6991.9
8042-JVNFH,True,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,71.35,71.35
8042-RNLKO,False,male,0,no,no,66,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),25.45,1699.15
8043-PNYSD,False,male,0,yes,yes,63,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.55,1245.6
8044-BGWPI,False,male,0,yes,yes,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,21.15,306.05
8046-DNVTL,False,male,0,yes,no,62,no,no phone service,dsl,yes,yes,no,yes,no,no,two year,yes,credit card (automatic),38.6,2345.55
